"uniprot","symbol","degree"
"O95171","SCEL",1
"P49771","FLT3LG",1
"Q86W92","PPFIBP1",1
"Q13421","MSLN",1
"Q9UIK4","DAPK2",1
"Q8NEP7","KLHDC9",1
"P15559","NQO1",1
"Q8IUX8","EGFL6",1
"Q9UIV8","SERPINB13",1
"Q96IZ7","RSRC1",1
"Q9H213","MAGEH1",1
"Q9H307","PNN",1
"Q6B0I6","KDM4D",1
"O95476","CTDNEP1",1
"P50453","SERPINB9",1
"P54652","HSPA2",1
"P24864","CCNE1",1
"Q9UBD3","XCL2",1
"O15205","UBD",1
"Q5SWA1",NA,1
"Q5SZQ8","CELF3",1
"Q53EV4","LRRC23",1
"Q9H568","ACTL8",1
"Q9HB65","ELL3",1
"Q08170","SRSF4",1
"P14649","MYL6B",1
"P08069","IGF1R",1
"P05496","ATP5MC1",1
"Q9H1Z8","ECRG4",1
"Q7L945","ZNF627",1
"Q15208","STK38",1
"P02746","C1QB",1
"Q9UJT9","FBXL7",1
"Q8WVY7","UBLCP1",1
"Q9Y2P7","ZNF256",1
"Q9Y573","IPP",1
"Q6NWY9","PRPF40B",1
"Q92765","FRZB",1
"O14836","TNFRSF13B",1
"Q96EK7","FAM120B",1
"Q16619","CTF1",1
"Q6IAA8","LAMTOR1",1
"O76074","PDE5A",1
"P29466","CASP1",1
"Q6IB77","GLYAT",1
"O15072","ADAMTS3",1
"Q8WXA2","PATE1",1
"Q6ZUT3","FRMD7",1
"Q9UHB9","SRP68",1
"Q5JPI3","C3orf38",1
"O95759","TBC1D8",1
"Q9UBS4","DNAJB11",1
"P30622","CLIP1",1
"Q6IQ26","DENND5A",1
"Q9NUK0","MBNL3",1
"Q9Y3A0","COQ4",1
"Q86X10","RALGAPB",1
"P61513","RPL37A",1
"P49767","VEGFC",1
"Q9BRC7","PLCD4",1
"Q8TDP1","RNASEH2C",1
"Q9NWH9","SLTM",1
"P30043","BLVRB",1
"Q8NHZ8","CDC26",1
"P30305","CDC25B",1
"Q9NXH9","TRMT1",1
"Q96NJ6","ZFP3",1
"Q6YHU6","THADA",1
"Q9UK99","FBXO3",1
"P55769","SNU13",1
"P07998","RNASE1",1
"Q5DT21","SPINK9",1
"Q9H7C9","AAMDC",1
"Q969T3","SNX21",1
"Q14153","FAM53B",1
"Q68EM7","ARHGAP17",1
"Q8IY51","TIGD4",1
"Q9UI26","IPO11",1
"Q5BN46","PIERCE1",1
"Q6UWE3","CLPSL2",1
"P59861","DEFB131A",1
"Q9P0M9","MRPL27",1
"Q5T036","FAM120AOS",1
"Q14061","COX17",1
"P62805","H4C9",1
"Q2M3C6","TMEM266",1
"P61966","AP1S1",1
"P04083","ANXA1",1
"Q15170","TCEAL1",1
"Q8IX18","DHX40",1
"Q13069","GAGE4",1
"Q9H0C2","SLC25A31",1
"P46976","GYG1",1
"P78413","IRX4",1
"Q8TCT8","SPPL2A",1
"P01298","PPY",1
"Q8NFU5","IPMK",1
"Q6PI26","SHQ1",1
"O94892","ZNF432",1
"Q58WW2","DCAF6",1
"P20585","MSH3",1
"P01574","IFNB1",1
"Q9Y3R4","NEU2",1
"Q99767","APBA2",1
"Q6SJ93","FAM111B",1
"Q8N2R8","FAM43A",1
"P26639","TARS1",1
"O75616","ERAL1",1
"Q8N9F0","NAT8L",1
"Q9P031","CCDC59",1
"Q8N9M5","TMEM102",1
"Q15582","TGFBI",1
"Q9NUG6","PDRG1",1
"O14832","PHYH",1
"Q8N103","TAGAP",1
"Q96JM2","ZNF462",1
"Q92890","UFD1",1
"Q8TA94","ZNF563",1
"P13489","RNH1",1
"Q9BVM2","DPCD",1
"Q14654","KCNJ11",1
"Q15543","TAF13",1
"C9JRZ8","AKR1B15",1
"Q9UBU2","DKK2",1
"Q9Y3D2","MSRB2",1
"Q71DI3","H3C14",1
"Q8IUB3","WFDC10B",1
"Q9UHI6","DDX20",1
"P20936","RASA1",1
"A0AV02","SLC12A8",1
"Q15771","RAB30",1
"Q96RK0","CIC",1
"Q12955","ANK3",1
"Q9UMW8","USP18",1
"P21506","ZNF10",1
"Q9H869","YY1AP1",1
"O14874","BCKDK",1
"Q9UKQ2","ADAM28",1
"Q6P5R6","RPL22L1",1
"Q8WUA4","GTF3C2",1
"O00762","UBE2C",1
"Q9NS82","SLC7A10",1
"P49917","LIG4",1
"Q6ZNG1","ZNF600",1
"Q9UMY1","NOL7",1
"Q9NR80","ARHGEF4",1
"P53680","AP2S1",1
"Q5T0F9","CC2D1B",1
"Q8TAC1","RFESD",1
"Q8NB25","FAM184A",1
"Q6UWP2","DHRS11",1
"Q6HA08","ASTL",1
"Q96A23","CPNE4",1
"Q8IY82","DRC7",1
"Q6ZUS5","CCDC121",1
"Q5VUD6","DIPK1B",1
"P15311","EZR",1
"Q6ZN30","BNC2",1
"Q9BZZ5","API5",1
"O75175","CNOT3",1
"Q9H7B2","RPF2",1
"Q13105","ZBTB17",1
"O60258","FGF17",1
"Q76L83","ASXL2",1
"O60412","OR7C2",1
"P41226","UBA7",1
"P80297","MT1X",1
"Q96NZ8","WFIKKN1",1
"Q3SX64","ODF3L2",1
"Q6UXK5","LRRN1",1
"O94874","UFL1",1
"P48539","PCP4",1
"Q5VZ18","SHE",1
"Q86WA8","LONP2",1
"Q15382","RHEB",1
"Q9H2Z4","NKX2-4",1
"A8MT69","CENPX",1
"P10153","RNASE2",1
"O60884","DNAJA2",1
"P78543","BTG2",1
"Q86X27","RALGPS2",1
"Q53GQ0","HSD17B12",1
"P02452","COL1A1",1
"P28330","ACADL",1
"Q8TD35","LKAAEAR1",1
"Q14117","DPYS",1
"P04179","SOD2",1
"O15519","CFLAR",1
"P05165","PCCA",1
"P82094","TMF1",1
"Q9ULC0","EMCN",1
"P49773","HINT1",1
"O43909","EXTL3",1
"Q05D32","CTDSPL2",1
"Q14106","TOB2",1
"Q8WW32","HMGB4",1
"Q5TBE3","C9orf153",1
"Q92886","NEUROG1",1
"O95551","TDP2",1
"Q9NUQ9","CYRIB",1
"Q92889","ERCC4",1
"Q5SRH9","TTC39A",1
"Q96M98","PACRG",1
"Q9Y5Q8","GTF3C5",1
"Q8IXX5","TMEM183A",1
"Q6ZN32","ETV3L",1
"P47989","XDH",1
"Q96MN5","TCEANC2",1
"Q9HCL0","PCDH18",1
"Q13415","ORC1",1
"Q8N3Z3","GTPBP8",1
"Q8TDB6","DTX3L",1
"P02794","FTH1",1
"Q8NDT2","RBM15B",1
"Q9Y5N6","ORC6",1
"Q8IW41","MAPKAPK5",1
"Q86WZ6","ZNF227",1
"Q8TDR2","STK35",1
"Q9BT04","FUZ",1
"Q9BX63","BRIP1",1
"Q13636","RAB31",1
"Q6VMQ6","ATF7IP",1
"O75891","ALDH1L1",1
"Q9Y5K5","UCHL5",1
"P52564","MAP2K6",1
"Q8N100","ATOH7",1
"Q6P1X5","TAF2",1
"O75487","GPC4",1
"P17029","ZKSCAN1",1
"Q86YS7","C2CD5",1
"O95931","CBX7",1
"Q8TBZ5","ZNF502",1
"Q96SZ4","ZSCAN10",1
"O43304","SEC14L5",1
"Q04828","AKR1C1",1
"Q9BTE1","DCTN5",1
"Q99569","PKP4",1
"Q5VUJ6","LRCH2",1
"P41159","LEP",1
"P13284","IFI30",1
"Q9H0K6","PUS7L",1
"P42677","RPS27",1
"Q96S42","NODAL",1
"P05408","SCG5",1
"Q96NY9","MUS81",1
"Q8IUB5","WFDC13",1
"Q92696","RABGGTA",1
"P49643","PRIM2",1
"P25325","MPST",1
"Q92800","EZH1",1
"Q8TAG9","EXOC6",1
"Q14761","PTPRCAP",1
"Q96NJ3","ZNF285",1
"O75387","SLC43A1",1
"Q9Y6M9","NDUFB9",1
"P46020","PHKA1",1
"Q9UNW1","MINPP1",1
"P46952","HAAO",1
"P20340","RAB6A",1
"Q8WYR4","RSPH1",1
"Q17RW2","COL24A1",1
"Q96MN9","ZNF488",1
"Q92674","CENPI",1
"Q5JR98","DYNLT4",1
"O00482","NR5A2",1
"P61204","ARF3",1
"Q96AH8","RAB7B",1
"Q9NRD1","FBXO6",1
"P04732","MT1E",1
"P09430","TNP1",1
"O95977","S1PR4",1
"Q8IVI9","NOSTRIN",1
"O15392","BIRC5",1
"Q8TDN2","KCNV2",1
"Q92503","SEC14L1",1
"Q9UNA4","POLI",1
"Q9UJD0","RIMS3",1
"Q6ZTI6","RFLNA",1
"Q96T68","SETDB2",1
"Q8NDH3","NPEPL1",1
"O75956","CDK2AP2",1
"Q9Y2P8","RCL1",1
"Q9Y2Q3","GSTK1",1
"Q15906","VPS72",1
"Q5T764","IFIT1B",1
"Q9Y613","FHOD1",1
"Q7Z6J8","UBE3D",1
"O75884","RBBP9",1
"Q9Y5G4","PCDHGA9",1
"Q9GZN7","ROGDI",1
"O95816","BAG2",1
"P13995","MTHFD2",1
"Q562F6","SGO2",1
"Q01151","CD83",1
"O95050","INMT",1
"P78368","CSNK1G2",1
"Q9UBX3","SLC25A10",1
"P28039","AOAH",1
"Q5SW24","DACT2",1
"Q8IZS6","DYNLT2",1
"Q9ULW0","TPX2",1
"Q9NPH2","ISYNA1",1
"Q9P296","C5AR2",1
"P49821","NDUFV1",1
"Q9BSJ2","TUBGCP2",1
"Q9NW81","DMAC2",1
"Q8WXX7","AUTS2",1
"Q587J8","KHDC3L",1
"P31415","CASQ1",1
"Q96G28","CFAP36",1
"P01178","OXT",1
"Q9Y639","NPTN",1
"Q9BRQ0","PYGO2",1
"Q9BQS7","HEPH",1
"P48751","SLC4A3",1
"Q8NEY8","PPHLN1",1
"Q4G0X9","CCDC40",1
"O14525","ASTN1",1
"P51793","CLCN4",1
"O95989","NUDT3",1
"Q9NZE8","MRPL35",1
"Q5JT25","RAB41",1
"Q8TDX7","NEK7",1
"P26927","MST1",1
"Q00G26","PLIN5",1
"Q96G61","NUDT11",1
"Q5QP82","DCAF10",1
"Q147U7","SMCO1",1
"O15315","RAD51B",1
"Q9Y2B0","CNPY2",1
"P11245","NAT2",1
"Q9BW27","NUP85",1
"Q8N1W1","ARHGEF28",1
"Q92536","SLC7A6",1
"Q96LB4","ATP6V1G3",1
"Q9GZQ3","COMMD5",1
"O96013","PAK4",1
"Q9Y5Y3","GPR45",1
"P62807","H2BC5",1
"Q9ULC4","MCTS1",1
"P33402","GUCY1A2",1
"P52888","THOP1",1
"Q6ZMJ4","IL34",1
"O43781","DYRK3",1
"P09086","POU2F2",1
"P55957","BID",1
"Q8TCJ0","FBXO25",1
"O15034","RIMBP2",1
"O95342","ABCB11",1
"P01112","HRAS",1
"Q9Y5U8","MPC1",1
"P82980","RBP5",1
"Q93096","PTP4A1",1
"Q86WV5","TEN1",1
"Q9P104","DOK5",1
"Q9NYQ3","HAO2",1
"Q8IUQ0","CLVS1",1
"Q9UK97","FBXO9",1
"P48507","GCLM",1
"Q96LJ8","UBXN10",1
"P78560","CRADD",1
"P58499","FAM3B",1
"Q8N7H5","PAF1",1
"O75631","UPK3A",1
"Q9Y267","SLC22A14",1
"Q96N76","UROC1",1
"Q9UK76","JPT1",1
"Q8N4T8","CBR4",1
"P10092","CALCB",1
"P34897","SHMT2",1
"Q96HE7","ERO1A",1
"Q7Z460","CLASP1",1
"P47710","CSN1S1",1
"Q13637","RAB32",1
"Q9UKC9","FBXL2",1
"Q9NS23","RASSF1",1
"P23193","TCEA1",1
"P32241","VIPR1",1
"Q9Y3L5","RAP2C",1
"P40259","CD79B",1
"O00442","RTCA",1
"Q6ZT98","TTLL7",1
"P11169","SLC2A3",1
"Q8IYG6","LRRC56",1
"Q9BXJ9","NAA15",1
"P62068","USP46",1
"Q8WXI3","ASB10",1
"Q9UBP6","METTL1",1
"Q99584","S100A13",1
"Q9P0I2","EMC3",1
"Q9BSM1","PCGF1",1
"Q9NYZ2","SLC25A37",1
"Q8NGH7","OR52L1",1
"Q9H173","SIL1",1
"Q8NH93","OR1L3",1
"Q9UG56","PISD",1
"Q96N64","PWWP2A",1
"Q17RG1","KCTD19",1
"Q70CQ3","USP30",1
"O95772","STARD3NL",1
"Q9NS61","KCNIP2",1
"P57103","SLC8A3",1
"A6NLU0","RFPL4A",1
"O75880","SCO1",1
"P0DPH9",NA,1
"Q96EN8","MOCOS",1
"Q16568","CARTPT",1
"Q9P032","NDUFAF4",1
"Q53RY4","KRTCAP3",1
"O14931","NCR3",1
"Q8TBQ9","TMEM167A",1
"Q76N89","HECW1",1
"Q9Y2J0","RPH3A",1
"Q8N5X7","EIF4E3",1
"P01344","IGF2",1
"O43813","LANCL1",1
"O76076","CCN5",1
"Q96S44","TP53RK",1
"Q14116","IL18",1
"Q14683","SMC1A",1
"Q9BVP2","GNL3",1
"P21926","CD9",1
"P04049","RAF1",1
"Q86VB7","CD163",1
"Q9H2W1","MS4A6A",1
"Q9NZQ8","TRPM5",1
"Q9H993","ARMT1",1
"Q8TCJ2","STT3B",1
"Q9HAB3","SLC52A2",1
"P39019","RPS19",1
"P0DPD6",NA,1
"P16520","GNB3",1
"Q2L4Q9","PRSS53",1
"Q99218","AMELY",1
"Q6PIZ9","TRAT1",1
"Q96S38","RPS6KC1",1
"Q8NFT8","DNER",1
"P62263","RPS14",1
"P15121","AKR1B1",1
"Q8N126","CADM3",1
"Q6ZNB7","AGMO",1
"O75143","ATG13",1
"O95139","NDUFB6",1
"Q8WUD6","CHPT1",1
"P32881","IFNA8",1
"O75123","ZNF623",1
"Q08AE8","SPIRE1",1
"Q86Y01","DTX1",1
"Q96A11","GAL3ST3",1
"P0DJI9","SAA2",1
"Q9H221","ABCG8",1
"Q86SI9",NA,1
"Q5U4N7",NA,1
"Q96A57","TMEM230",1
"Q9BW71","HIRIP3",1
"Q86SG7","LYG2",1
"Q8NDX6","ZNF740",1
"Q9BV86","NTMT1",1
"P04839","CYBB",1
"Q9P0J6","MRPL36",1
"P33778","H2BC3",1
"Q9HCS2","CYP4F12",1
"Q8IY81","FTSJ3",1
"Q96MZ4",NA,1
"Q8IV53","DENND1C",1
"Q86UD5","SLC9B2",1
"Q7Z3Q1","SLC46A3",1
"B3SHH9","TMEM114",1
"Q9P0S2","COX16",1
"Q8WUF8","FAM172A",1
"A2IDD5","CCDC78",1
"Q7Z7B7","DEFB132",1
"P08100","RHO",1
"O75581","LRP6",1
"P23921","RRM1",1
"Q8NHV9","RHOXF1",1
"P35542","SAA4",1
"Q16864","ATP6V1F",1
"Q96B33","CLDN23",1
"Q8IUS5","EPHX4",1
"P54108","CRISP3",1
"P62955","CACNG7",1
"Q1ED39","KNOP1",1
"P14151","SELL",1
"O60925","PFDN1",1
"Q6UXD7","SLC49A3",1
"Q99435","NELL2",1
"Q96B01","RAD51AP1",1
"Q9H9Y4","GPN2",1
"Q8N8V4","ANKS4B",1
"Q6ZMQ8","AATK",1
"O14894","TM4SF5",1
"P21695","GPD1",1
"Q8NHP8","PLBD2",1
"O15247","CLIC2",1
"Q7Z4U5",NA,1
"Q9GZV1","ANKRD2",1
"A1A5B4","ANO9",1
"P41586","ADCYAP1R1",1
"Q8TDU9","RXFP4",1
"Q8WXC6","COPS9",1
"Q96FQ6","S100A16",1
"P30041","PRDX6",1
"Q9H8X9","ZDHHC11",1
"P48426","PIP4K2A",1
"P24001","IL32",1
"Q8TDQ1","CD300LF",1
"P26842","CD27",1
"Q16828","DUSP6",1
"P40305","IFI27",1
"Q9NY43","BARHL2",1
"Q8N5C8","TAB3",1
"Q7Z7B8","DEFB128",1
"Q9BQ61","TRIR",1
"Q9Y3D0","CIAO2B",1
"O00626","CCL22",1
"Q9ULD0","OGDHL",1
"Q6ZVX7","NCCRP1",1
"Q8N0V5","GCNT2",1
"O95741","CPNE6",1
"Q8N8N7","PTGR2",1
"Q9NZA1","CLIC5",1
"Q9BUA6","MYL10",1
"P35232","PHB1",1
"Q9H1P3","OSBPL2",1
"Q9H977","WDR54",1
"P51572","BCAP31",1
"Q14507","EDDM3A",1
"Q5U649","C12orf60",1
"Q7Z422","SZRD1",1
"O15381","NVL",1
"O60262","GNG7",1
"O75352","MPDU1",1
"Q8NDX5","PHC3",1
"Q9H840","GEMIN7",1
"Q96DM3","RMC1",1
"P13056","NR2C1",1
"Q9H871","RMND5A",1
"Q9NS69","TOMM22",1
"Q9H8L6","MMRN2",1
"Q17R98","ZNF827",1
"Q9Y696","CLIC4",1
"P67812","SEC11A",1
"Q8N8V2","GBP7",1
"Q9BQE4","SELENOS",1
"Q9H2H8","PPIL3",1
"Q8WZA2","RAPGEF4",1
"Q6H9L7","ISM2",1
"Q969I6","SLC38A4",1
"Q8WV93","AFG1L",1
"Q8IW36","ZNF695",1
"Q86V35","CABP7",1
"Q15349","RPS6KA2",1
"P54922","ADPRH",1
"Q96IK1","BOD1",1
"P13987","CD59",1
"P09564","CD7",1
"Q9HDC9","APMAP",1
"P28161","GSTM2",1
"Q13907","IDI1",1
"Q9BZQ2","SHCBP1L",1
"P01563","IFNA2",1
"Q96BM0","IFI27L1",1
"Q86YL7","PDPN",1
"A6NE82","MBD3L3",1
"Q15059","BRD3",1
"P54277","PMS1",1
"Q9BQY6","WFDC6",1
"Q96L94","SNX22",1
"Q5VZE5","NAA35",1
"Q96I27","ZNF625",1
"P49888","SULT1E1",1
"Q8TCB0","IFI44",1
"Q6IPR1","ETFRF1",1
"P0CG24","ZNF883",1
"P22557","ALAS2",1
"P22760","AADAC",1
"Q8NA57","C12orf50",1
"Q9H5V8","CDCP1",1
"Q86Z02","HIPK1",1
"Q8IX01","SUGP2",1
"Q9Y616","IRAK3",1
"P30086","PEBP1",1
"P62495","ETF1",1
"Q7RTS1","BHLHA15",1
"P28222","HTR1B",1
"P16383","GCFC2",1
"P08397","HMBS",1
"Q9BVV7","TIMM21",1
"P30531","SLC6A1",1
"O75534","CSDE1",1
"Q68DI1","ZNF776",1
"Q9NPF7","IL23A",1
"Q9Y2V0","CDIN1",1
"P49765","VEGFB",1
"Q7L7L0","H2AW",1
"Q9NP70","AMBN",1
"P12271","RLBP1",1
"P07315","CRYGC",1
"Q96HQ0","ZNF419",1
"Q99558","MAP3K14",1
"P35236","PTPN7",1
"Q8TF45","ZNF418",1
"P43268","ETV4",1
"P12882","MYH1",1
"Q6NS38","ALKBH2",1
"Q6ZP82","CCDC141",1
"Q6EKJ0","GTF2IRD2B",1
"P26885","FKBP2",1
"Q9BYX4","IFIH1",1
"P08243","ASNS",1
"P33993","MCM7",1
"Q9NR11","ZNF302",1
"Q12864","CDH17",1
"Q9BPY8","HOPX",1
"Q15173","PPP2R5B",1
"P52824","DGKQ",1
"P49796","RGS3",1
"Q9Y620","RAD54B",1
"Q07021","C1QBP",1
"Q16769","QPCT",1
"Q96ME7","ZNF512",1
"Q9NUB1","ACSS1",1
"Q8NA92","THAP8",1
"Q7L9B9","EEPD1",1
"Q7L523","RRAGA",1
"Q9UI10","EIF2B4",1
"Q58EX2","SDK2",1
"Q9Y4F9","RIPOR2",1
"P55010","EIF5",1
"Q8NGN3","OR10G4",1
"Q15788","NCOA1",1
"P0C7M6","IQCF3",1
"Q9UQ03","CORO2B",1
"Q9UBU3","GHRL",1
"Q07812","BAX",1
"Q9P2T0","THEG",1
"Q15544","TAF11",1
"Q2VPA4","CR1L",1
"O14656","TOR1A",1
"Q86YC2","PALB2",1
"P51606","RENBP",1
"Q6P1M9","ARMCX5",1
"Q8IYB3","SRRM1",1
"Q9HA38","ZMAT3",1
"O94973","AP2A2",1
"O60942","RNGTT",1
"Q9UN74","PCDHA4",1
"Q9UBT2","UBA2",1
"O15524","SOCS1",1
"Q9NYW2","TAS2R8",1
"Q9UIA9","XPO7",1
"O75509","TNFRSF21",1
"O14764","GABRD",1
"Q9HCZ1","ZNF334",1
"Q6P3S1","DENND1B",1
"A6ND48","OR14I1",1
"P46779","RPL28",1
"Q96AT1","KIAA1143",1
"Q8N6Q3","CD177",1
"Q9UMZ2","SYNRG",1
"P09429","HMGB1",1
"Q96PC3","AP1S3",1
"Q9NY33","DPP3",1
"O75821","EIF3G",1
"Q494V2","CFAP100",1
"Q3KR16","PLEKHG6",1
"O95755","RAB36",1
"Q8N184","ZNF567",1
"Q6IQ55","TTBK2",1
"Q9NWV8","BABAM1",1
"P51452","DUSP3",1
"Q9BVW6","SMIM2",1
"P78367","NKX3-2",1
"P04070","PROC",1
"P80098","CCL7",1
"Q15291","RBBP5",1
"Q96L50","LRR1",1
"P53814","SMTN",1
"Q96PP4","TSGA13",1
"P30419","NMT1",1
"Q15678","PTPN14",1
"A7KAX9","ARHGAP32",1
"Q3KNS1","PTCHD3",1
"P20592","MX2",1
"Q99424","ACOX2",1
"Q4VC05","BCL7A",1
"Q9H093","NUAK2",1
"Q14149","MORC3",1
"P82979","SARNP",1
"Q7Z2F6","KRBOX5",1
"Q04727","TLE4",1
"P52758","RIDA",1
"Q4FZB7","KMT5B",1
"P49190","PTH2R",1
"Q00839","HNRNPU",1
"Q96PE1","ADGRA2",1
"Q8IY18","SMC5",1
"P06454","PTMA",1
"Q9NZQ0","DNAJC27",1
"O00567","NOP56",1
"Q8WXH2","JPH3",1
"Q08345","DDR1",1
"Q9HAJ7","SAP30L",1
"P21918","DRD5",1
"Q5GFL6","VWA2",1
"Q9H9Z2","LIN28A",1
"Q9BYG0","B3GNT5",1
"Q9H074","PAIP1",1
"Q495X7","TRIM60",1
"P05166","PCCB",1
"Q7Z6Z6","PNPLA5",1
"Q9BRP0","OVOL2",1
"Q96A70","AZIN2",1
"Q86VQ3","TXNDC2",1
"Q8NC96","NECAP1",1
"Q2M329","CCDC96",1
"P20933","AGA",1
"Q8IYX4","DND1",1
"Q6UWI2","PARM1",1
"P62314","SNRPD1",1
"Q6P6B1","ERICH5",1
"Q8IVE3","PLEKHH2",1
"Q4G0G5","SCGB2B2",1
"Q5VX71","SUSD4",1
"Q9GZU5","NYX",1
"P49459","UBE2A",1
"Q12809","KCNH2",1
"Q8NHQ9","DDX55",1
"Q7Z591","AKNA",1
"P43246","MSH2",1
"Q9BRJ6","C7orf50",1
"P50750","CDK9",1
"Q96MF7","NSMCE2",1
"Q99501","GAS2L1",1
"Q8TBZ6","TRMT10A",1
"Q9H9C1","VIPAS39",1
"P25311","AZGP1",1
"Q8IXS0","FAM217A",1
"Q1X8D7","LRRC36",1
"Q96NB3","ZNF830",1
"Q96GT9","XAGE2",1
"Q06323","PSME1",1
"Q9BXS1","IDI2",1
"Q96K62","ZBTB45",1
"Q8IUE0","TGIF2LY",1
"Q8WVV9","HNRNPLL",1
"P56597","NME5",1
"Q03181","PPARD",1
"P02458","COL2A1",1
"Q9BYC5","FUT8",1
"Q7Z739","YTHDF3",1
"P62906","RPL10A",1
"Q9H490","PIGU",1
"Q9BQ69","MACROD1",1
"Q13283","G3BP1",1
"P55082","MFAP3",1
"Q68CK6","ACSM2B",1
"Q6UWL6","KIRREL2",1
"Q8IYB9",NA,1
"Q96GV9","MACIR",1
"Q9UHD8","SEPTIN9",1
"Q5JS13","RALGPS1",1
"Q2M243","CCDC27",1
"Q9UJF2","RASAL2",1
"Q08499","PDE4D",1
"Q96KT7","SLC35G5",1
"P23327","HRC",1
"Q8TER5","ARHGEF40",1
"Q5THR3","EFCAB6",1
"P29372","MPG",1
"O95711","LY86",1
"O00116","AGPS",1
"Q09FC8","ZNF415",1
"Q5T2S8","ODAD2",1
"Q96PD5","PGLYRP2",1
"Q7Z4N2","TRPM1",1
"Q8IYN0","ZNF100",1
"P62945","RPL41",1
"Q9HD40","SEPSECS",1
"O60443","GSDME",1
"P15880","RPS2",1
"O43290","SART1",1
"O00182","LGALS9",1
"P52756","RBM5",1
"Q6UWP7","LCLAT1",1
"Q13794","PMAIP1",1
"Q8NDY6","BHLHE23",1
"Q32M84","BTBD16",1
"Q8NC51","SERBP1",1
"Q9UHA3","RSL24D1",1
"Q9Y240","CLEC11A",1
"Q53EL9","SEZ6",1
"Q9H9S4","CAB39L",1
"Q9H4I2","ZHX3",1
"Q7Z3E5","ARMC9",1
"Q8IXJ9","ASXL1",1
"Q6DKI1","RPL7L1",1
"O43299","AP5Z1",1
"Q8N4S9","MARVELD2",1
"Q9NU53","GINM1",1
"A8MVS5","C19orf38",1
"Q96AX1","VPS33A",1
"P51784",NA,1
"Q9UQ53","MGAT4B",1
"P98155","VLDLR",1
"Q8IWQ3","BRSK2",1
"Q96K76","USP47",1
"P07360","C8G",1
"Q8NBS9","TXNDC5",1
"Q9P2Y5","UVRAG",1
"P02647","APOA1",1
"Q14554","PDIA5",1
"P14784","IL2RB",1
"Q08999","RBL2",1
"P35754","GLRX",1
"Q9Y2Z4","YARS2",1
"Q13435","SF3B2",1
"O95685","PPP1R3D",1
"Q93100","PHKB",1
"Q9NQ76","MEPE",1
"P61221","ABCE1",1
"Q9BR76","CORO1B",1
"P08758","ANXA5",1
"Q9NTX5","ECHDC1",1
"P0DML3","CSH1",1
"Q8WU43","C2orf15",1
"Q9Y215","COLQ",1
"Q9H9F9","ACTR5",1
"O75888","TNFSF13",1
"P83876","TXNL4A",1
"P02743","APCS",1
"Q96R05","RBP7",1
"O76075","DFFB",1
"Q9H6E5","TUT1",1
"Q86WG5","SBF2",1
"Q9H892","TTC12",1
"P63313","TMSB10",1
"Q7Z6I8","C5orf24",1
"Q9Y6X2","PIAS3",1
"P07492","GRP",1
"O43633","CHMP2A",1
"Q4LDG9","DNAL1",1
"Q9UL16","CFAP45",1
"O43826","SLC37A4",1
"P59536","TAS2R41",1
"Q8IYD8","FANCM",1
"Q16655","MLANA",1
"O43379","WDR62",1
"Q9ULS5","TMCC3",1
"Q6UWI4","SHISA2",1
"Q93009","USP7",1
"P0DML2","CSH1",1
"O60575","SPINK4",1
"Q8N7G0","POU5F2",1
"Q8IYB8","SUPV3L1",1
"Q7Z6K5","ARPIN",1
"Q9NVT9","ARMC1",1
"Q8N7B1","HORMAD2",1
"Q96DU9","PABPC5",1
"Q3YBM2","TMEM176B",1
"Q8WUH1","CHURC1",1
"O95602","POLR1A",1
"P18085","ARF4",1
"Q4G0P3","HYDIN",1
"Q6P0A1","FAM180B",1
"A5PL33","KRBA1",1
"O14979","HNRNPDL",1
"Q96BW5","PTER",1
"Q5MY95","ENTPD8",1
"Q6PF06","TRMT10B",1
"Q7Z412","PEX26",1
"Q68CL5","TPGS2",1
"Q96RE9","ZNF300",1
"Q9Y679","AUP1",1
"O95372","LYPLA2",1
"Q9UMX6","GUCA1B",1
"O60493","SNX3",1
"Q96FT7","ASIC4",1
"Q8TDX6","CSGALNACT1",1
"Q07889","SOS1",1
"P24928","POLR2A",1
"Q9HD23","MRS2",1
"Q1MSJ5","CSPP1",1
"Q96KA5","CLPTM1L",1
"Q8IUH5","ZDHHC17",1
"O95670","ATP6V1G2",1
"Q01995","TAGLN",1
"Q9GZR2","REXO4",1
"Q96RD1","OR6C1",1
"Q16778","H2BC21",1
"Q92546","RGP1",1
"P26038","MSN",1
"Q15649","ZNHIT3",1
"O15550","KDM6A",1
"Q9BVW5","TIPIN",1
"Q15435","PPP1R7",1
"Q8TAA1","RNASE11",1
"Q9C0D7","ZC3H12C",1
"Q96DE5","ANAPC16",1
"Q8N1M1","BEST3",1
"Q8IYT4","KATNAL2",1
"O14718","RRH",1
"P23396","RPS3",1
"Q9NUM4","TMEM106B",1
"Q9UIM3","FKBPL",1
"P28906","CD34",1
"Q8TD55","PLEKHO2",1
"Q96T21","SECISBP2",1
"Q96EP5","DAZAP1",1
"Q8IW03","SIAH3",1
"Q5HY98","ZNF766",1
"Q92820","GGH",1
"Q9UK32","RPS6KA6",1
"O75317","USP12",1
"Q6UXG2","ELAPOR1",1
"Q03111","MLLT1",1
"Q9H6B4","CLMP",1
"Q9UJA3","MCM8",1
"O00178","GTPBP1",1
"Q9H299","SH3BGRL3",1
"Q8TC36","SUN5",1
"Q8N2R0","OSR2",1
"Q9NWM8","FKBP14",1
